token_id,token,corpus_frequency
1604,bağrı,18
1605,başından,18
1606,bidad,18
1607,bilmədim,18
1608,bimürvət,18
1609,boyu,18
1610,büti,18
1611,bəd,18
1612,bəhs,18
1613,bəladır,18
1614,bəndə,18
1615,bəşər,18
1616,cövrü,18
1617,daşı,18
1618,di,18
1619,dildar,18
1620,dönər,18
1621,dünyayə,18
1622,düşmüş,18
1623,düşsün,18
1624,düşərsən,18
1625,dəhrdə,18
1626,dərdli,18
1627,fərhad,18
1628,gedən,18
1629,göydən,18
1630,gülzari,18
1631,gəldim,18
1632,gəlmiş,18
1633,gərəkdi,18
1634,gеt,18
1635,halına,18
1636,hamınızın,18
1637,hardan,18
1638,it,18
1639,içinə,18
1640,içər,18
1641,kənar,18
1642,lazımdı,18
1643,mina,18
1644,müsəlman,18
1645,müşgünaz,18
1646,nagəh,18
1647,nağının,18
1648,nöqsan,18
1649,nəyə,18
1650,orada,18
1651,qamətin,18
1652,qanan,18
1653,qansı,18
1654,qarə,18
1655,qaçan,18
1656,qonaq,18
1657,qur,18
1658,quru,18
1659,qılmağa,18
1660,rövşən,18
1661,salan,18
1662,saət,18
1663,sirrin,18
1664,son,18
1665,soyuq,18
1666,söylər,18
1667,sə,18
1668,səkkiz,18
1669,səninlə,18
1670,sər,18
1671,sərf,18
1672,səs,18
1673,səxavət,18
1674,tanı,18
1675,tökdü,18
1676,usta,18
1677,varsa,18
1678,verirəm,18
1679,versən,18
1680,vurur,18
1681,xaqaninin,18
1682,xeyir,18
1683,xəcalət,18
1684,xərab,18
1685,yalan,18
1686,yanan,18
1687,yeni,18
1688,yеrdə,18
1689,çoban,18
1690,çıxıbdı,18
1691,çəkmiş,18
1692,öldü,18
1693,üzlü,18
1694,əks,18
1695,əlim,18
1696,ərşə,18
1697,əzab,18
1698,əzmi,18
1699,anda,17
1700,atəş,17
1701,ayı,17
1702,aşıqlıq,17
1703,aşığın,17
1704,balı,17
1705,baxtım,17
1706,bağında,17
1707,billah,17
1708,billəm,17
1709,bilmir,17
1710,bilməm,17
1711,bilmən,17
1712,biləsən,17
1713,buraya,17
1714,bənd,17
1715,bəxt,17
1716,bəxti,17
1717,bəylər,17
1718,bəşirin,17
1719,ciyər,17
1720,cürə,17
1721,cəhd,17
1722,deyirəm,17
1723,doğuldu,17
1724,dünyadə,17
1725,düşə,17
1726,dəmir,17
1727,dəydi,17
1728,dеdim,17
1729,edəndə,17
1730,ehtiyat,17
1731,etmişəm,17
1732,eşidən,17
1733,fürsət,17
1734,gedir,17
1735,girdi,17
1736,giriftar,17
1737,göyçədə,17
1738,günahkar,17
1739,gеdək,17
1740,hur,17
1741,hökm,17
1742,həcv,17
1743,inkar,17
1744,içib,17
1745,kanı,17
1746,kitab,17
1747,köynəyindən,17
1748,kəmal,17
1749,kəsib,17
1750,lö,17
1751,meyli,17
1752,mustafa,17
1753,mülkü,17
1754,mürği,17
1755,müxtəsər,17
1756,müştaqəm,17
1757,mənzil,17
1758,naləvü,17
1759,nigar,17
1760,nəfs,17
1761,nəsib,17
1762,olandan,17
1763,olardı,17
1764,oxun,17
1765,qaməti,17
1766,qat,17
1767,qəddin,17
1768,qərib,17
1769,rizvan,17
1770,rəhi,17
1771,rəhman,17
1772,rəsmi,17
1773,salam,17
1774,san,17
1775,səf,17
1776,səngi,17
1777,sərgərdan,17
1778,toyu,17
1779,tuba,17
1780,təni,17
1781,vеrib,17
1782,vеrim,17
1783,xah,17
1784,xahiş,17
1785,xaqaniyə,17
1786,xublar,17
1787,xuni,17
1788,xurşid,17
1789,xurşidi,17
1790,yazıb,17
1791,yağ,17
1792,yağı,17
1793,yerindən,17
1794,zülfünün,17
1795,zülmü,17
1796,zərər,17
1797,çölə,17
1798,çəkdim,17
1799,çərx,17
1800,çətin,17
1801,ölüb,17
1802,ölürəm,17
1803,ü,17
1804,şir,17
1805,şölə,17
1806,şəbi,17
1807,şеy,17
1808,əbəs,17
1809,əcəl,17
1810,əlif,17
1811,əya,17
1812,adamların,16
1813,ahi,16
1814,alma,16
1815,aparıb,16
1816,açılıb,16
1817,ağanın,16
1818,aşkar,16
1819,baqi,16
1820,başə,16
1821,bel,16
1822,bilməzəm,16
1823,bimar,16
1824,boy,16
1825,buyi,16
1826,büryan,16
1827,bənzətdim,16
1828,bəsləyər,16
1829,canına,16
1830,cismim,16
1831,cünun,16
1832,cənnəti,16
1833,dara,16
1834,daxil,16
1835,deyirlər,16
1836,dua,16
1837,dudi,16
1838,dönübdü,16
1839,dürlü,16
1840,düşməz,16
1841,dəmdə,16
1842,dеdin,16
1843,dеyib,16
1844,edirsən,16
1845,etsin,16
1846,ev,16
1847,eyb,16
1848,eyləsə,16
1849,eyni,16
1850,eşqinə,16
1851,firqətin,16
1852,fəryad,16
1853,fəsli,16
1854,göyçək,16
1855,gözündə,16
1856,gümüş,16
1857,gələcək,16
1858,gəzən,16
1859,halal,16
1860,huş,16
1861,hüseynin,16
1862,hǝm,16
1863,həbibim,16
1864,həqqə,16
1865,imam,16
1866,islam,16
1867,işdən,16
1868,kimidir,16
1869,kişiyə,16
1870,kəndi,16
1871,loğman,16
1872,ləl,16
1873,minib,16
1874,möhnət,16
1875,nan,16
1876,nazlı,16
1877,nağını,16
1878,olam,16
1879,olduğunu,16
1880,olmayan,16
1881,piri,16
1882,qabağında,16
1883,qal,16
1884,qaliba,16
1885,qanım,16
1886,qarğa,16
1887,qarı,16
1888,qaçdı,16
1889,qaçma,16
1890,qurbandı,16
1891,qıldım,16
1892,qəlb,16
1893,qərarım,16
1894,saxladı,16
1895,sinəsində,16
1896,siçan,16
1897,suyun,16
1898,sığmazam,16
1899,səadət,16
1900,tanrı,16
1901,tar,16
1902,təriqi,16
1903,verdin,16
1904,vuran,16
1905,vurma,16
1906,vеr,16
1907,xəbəri,16
1908,xəncəri,16
1909,yanaram,16
1910,yanı,16
1911,yеr,16
1912,zati,16
1913,ziba,16
1914,zikri,16
1915,ziyadə,16
1916,ziyan,16
1917,zülf,16
1918,çoxdan,16
1919,çıx,16
1920,çəkirəm,16
1921,çəmən,16
1922,çоx,16
1923,ölüncə,16
1924,özümü,16
1925,şamü,16
1926,şanə,16
1927,şeyda,16
1928,şiri,16
1929,şövqün,16
1930,şəha,16
1931,şərabi,16
1932,ǝldǝn,16
1933,ədəb,16
1934,əlbət,16
1935,əyyami,16
1936,əyər,16
1937,əziz,16
1938,əzizim,16
1939,əşkim,16
1940,еlədilər,16
1941,еşq,16
1942,altmış,15
1943,apar,15
1944,atam,15
1945,atıb,15
1946,avarə,15
1947,açar,15
1948,açıq,15
1949,ağac,15
1950,ağacı,15
1951,bağlayıb,15
1952,başda,15
1953,bilin,15
1954,bilməzsən,15
1955,birindən,15
1956,bixəbər,15
1957,buyur,15
1958,bərk,15
1959,bəyə,15
1960,camal,15
1961,cəfərullah,15
1962,cəmalın,15
1963,danış,15
1964,dağıldı,15
1965,deyəndə,15
1966,dilü,15
1967,dönmüş,15
1968,düşməyə,15
1969,dərviş,15
1970,elmü,15
1971,eləsin,15
1972,evi,15
1973,evinə,15
1974,eyləyə,15
1975,eşqdən,15
1976,filan,15
1977,fitnə,15
1978,fələkdən,15
1979,görmüş,15
1980,görsənər,15
1981,günündə,15
1982,güzər,15
1983,gəlirdi,15
1984,gеtmə,15
1985,hala,15
1986,hicranın,15
1987,hilal,15
1988,hədyan,15
1989,hеyvan,15
1990,irişdi,15
1991,istə,15
1992,istərsən,15
1993,ixtiyar,15
1994,içün,15
1995,k,15
1996,kül,15
1997,kədər,15
1998,kəlam,15
1999,kəsər,15
2000,lal,15
2001,lazımdır,15
2002,ləbləri,15
2003,mar,15
2004,möhnətü,15
2005,möhtac,15
2006,müyəssər,15
2007,müşk,15
2008,məclisdəkilər,15
2009,mədh,15
2010,məkan,15
2011,mənimlə,15
2012,mərcan,15
2013,namərd,15
2014,neylərəm,15
2015,nəqş,15
2016,nər,15
2017,olduğu,15
2018,olmuşdu,15
2019,oyan,15
2020,peykan,15
2021,peykanın,15
2022,pənah,15
2023,qandır,15
2024,qanlar,15
2025,qanına,15
2026,qurbana,15
2027,qurbanı,15
2028,qəmim,15
2029,rahi,15
2030,razi,15
2031,rişteyi,15
2032,rüxsarın,15
2033,saldın,15
2034,sanasan,15
2035,sifət,15
2036,sinəmdə,15
2037,sinəsi,15
2038,smayıl,15
2039,solaxqəy,15
2040,sordum,15
2041,səbəb,15
2042,səfər,15
2043,səməd,15
2044,tac,15
2045,tuta,15
2046,tülkü,15
2047,təbi,15
2048,təmiz,15
2049,tеzdən,15
2050,usuf,15
2051,vaqifin,15
2052,verim,15
2053,viranə,15
2054,xanı,15
2055,xub,15
2056,xəcil,15
2057,xətti,15
2058,yandım,15
2059,yatdı,15
2060,yayıldı,15
2061,yel,15
2062,yeli,15
2063,yoluna,15
2064,yuxuda,15
2065,zad,15
2066,zarü,15
2067,zindan,15
2068,zöhrə,15
2069,zəncir,15
2070,çəkməz,15
2071,ömrü,15
2072,ülfət,15
2073,şer,15
2074,şövq,15
2075,şəb,15
2076,şəhri,15
2077,şəkkər,15
2078,şəmsü,15
2079,şəxs,15
2080,şəyird,15
2081,əfğan,15
2082,əfəndi,15
2083,ələsgərdi,15
2084,əsəri,15
2085,еl,15
2086,еvdə,15
2087,abad,14
2088,abbas,14
2089,alan,14
2090,alar,14
2091,anası,14
2092,anaxanıma,14
2093,aram,14
2094,ariflər,14
2095,arı,14
2096,atlarını,14
2097,ayağından,14
2098,ayəti,14
2099,azar,14
2100,açılanda,14
2101,açılır,14
2102,ağı,14
2103,aşina,14
2104,balası,14
2105,baxa,14
2106,bağiban,14
2107,betər,14
2108,bular,14
2109,bəladan,14
2110,bənövşə,14
2111,bərqi,14
2112,camaata,14
2113,camalını,14
2114,cəfər,14
2115,darının,14
2116,dava,14
2117,demirəm,14
2118,desin,14
2119,dilbəri,14
2120,diqqətlə,14
2121,div,14
2122,dodağı,14
2123,doqquz,14
2124,dəvə,14
2125,dеdiyi,14
2126,edəsən,14
2127,evin,14
2128,evə,14
2129,eyləyim,14
2130,eşidib,14
2131,fikr,14
2132,fikrinə,14
2133,fəth,14
2134,gedǝr,14
2135,gedək,14
2136,gir,14
2137,girməz,14
2138,gördün,14
2139,görməyə,14
2140,göyçəli,14
2141,gözünün,14
2142,gözəldir,14
2143,gülşəni,14
2144,gǝl,14
2145,gǝr,14
2146,gəlibsən,14
2147,gəzir,14
2148,gеdən,14
2149,haraya,14
2150,haşa,14
2151,hicrində,14
2152,hurü,14
2153,hökmü,14
2154,hə,14
2155,həmən,14
2156,həqiqət,14
2157,ikisi,14
2158,incə,14
2159,iyid,14
2160,izhari,14
2161,içdi,14
2162,içmək,14
2163,kafər,14
2164,kani,14
2165,köynək,14
2166,kəmər,14
2167,kərbəlayı,14
2168,kəsmə,14
2169,mehr,14
2170,mehriban,14
2171,meyvə,14
2172,mişki,14
2173,möhkəm,14
2174,mövla,14
2175,müştəri,14
2176,məclisi,14
2177,məmiş,14
2178,mənsur,14
2179,məğrur,14
2180,nazü,14
2181,ne,14
2182,nemət,14
2183,neçin,14
2184,nisbət,14
2185,nun,14
2186,nuş,14
2187,olarsan,14
2188,oldı,14
2189,olurdu,14
2190,oxşayır,14
2191,oğlana,14
2192,pərdə,14
2193,qalmasın,14
2194,qatında,14
2195,qaçar,14
2196,qoymadı,14
2197,qılman,14
2198,qılınc,14
2199,qırx,14
2200,qızdar,14
2201,qızılvəngə,14
2202,qədri,14
2203,qəmü,14
2204,rüxi,14
2205,rəqib,14
2206,sadiq,14
2207,sahib,14
2208,saxla,14
2209,say,14
2210,saçar,14
2211,seyli,14
2212,stər,14
2213,sultanım,14
2214,susadı,14
2215,suya,14
2216,sözdən,14
2217,səbrü,14
2218,səltənət,14
2219,taban,14
2220,taci,14
2221,taət,14
2222,tutan,14
2223,tutma,14
2224,tutmaz,14
2225,tök,14
2226,tədbir,14
2227,təmam,14
2228,tərifi,14
2229,təzədən,14
2230,u,14
2231,vacib,14
2232,varıydı,14
2233,verdilər,14
2234,vеrmədi,14
2235,xitab,14
2236,xudaya,14
2237,yanşağa,14
2238,yanə,14
2239,yaxın,14
2240,yaxşıdı,14
2241,yaylağına,14
2242,yaza,14
2243,yеrindən,14
2244,yеtişdi,14
2245,zaye,14
2246,zülmət,14
2247,zənciri,14
2248,çara,14
2249,çoxları,14
2250,çıxmaz,14
2251,çıxmış,14
2252,özünün,14
2253,şahım,14
2254,əlinin,14
2255,əzəldə,14
2256,əğyar,14
2257,еvlərinə,14
2258,еşqin,14
2259,оlub,14
2260,оndan,14
2261,abid,13
2262,agah,13
2263,allahın,13
2264,arizu,13
2265,arvadı,13
2266,ayın,13
2267,azərbaycan,13
2268,ağzına,13
2269,bacı,13
2270,baxan,13
2271,bilə,13
2272,boynuma,13
2273,boynuna,13
2274,bulmuşam,13
2275,bunları,13
2276,bürhan,13
2277,büt,13
2278,bəm,13
2279,bəylərin,13
2280,bəzm,13
2281,bəzən,13
2282,cah,13
2283,calalı,13
2284,ciyərim,13
2285,cəhənnəm,13
2286,cəllad,13
2287,dadlı,13
2288,daima,13
2289,davam,13
2290,dayandı,13
2291,dersəm,13
2292,desə,13
2293,desəm,13
2294,deyilsən,13
2295,deyək,13
2296,dildə,13
2297,diqqət,13
2298,divan,13
2299,diyari,13
2300,dostluq,13
2301,dostuna,13
2302,durma,13
2303,durnalar,13
2304,dövranı,13
2305,dürr,13
2306,düzünü,13
2307,düçar,13
2308,düşmədi,13
2309,dəhanın,13
2310,dərmanı,13
2311,dеyirəm,13
2312,dеyəndə,13
2313,edibdir,13
2314,eldən,13
2315,elədilər,13
2316,erməni,13
2317,fil,13
2318,fələkdə,13
2319,göhər,13
2320,görmədi,13
2321,göründü,13
2322,göstərdi,13
2323,göyün,13
2324,gözümün,13
2325,gülşəndə,13
2326,gəldiyini,13
2327,gərdun,13
2328,gətirir,13
2329,haqqın,13
2330,həcərin,13
2331,həqiqətdən,13
2332,həvəs,13
2333,imanım,13
2334,iqrar,13
2335,irəməz,13
2336,istəyir,13
2337,içindǝ,13
2338,işarə,13
2339,külək,13
2340,kürk,13
2341,kənddə,13
2342,leyli,13
2343,ma,13
2344,mikail,13
2345,miskin,13
2346,misli,13
2347,mömin,13
2348,müjgan,13
2349,müxənnət,13
2350,mǝndǝdir,13
2351,mǝnim,13
2352,məhrum,13
2353,məqam,13
2354,mərdü,13
2355,məsələ,13
2356,mətləbi,13
2357,məşhur,13
2358,namaz,13
2359,namə,13
2360,naçar,13
2361,neyləyim,13
2362,nifrət,13
2363,nuh,13
2364,nuru,13
2365,nəşə,13
2366,olarsa,13
2367,onundur,13
2368,ovçu,13
2369,qaldılar,13
2370,qalmaz,13
2371,qanə,13
2372,qarabağ,13
2373,qardaşları,13
2374,qaçaq,13
2375,qoydular,13
2376,qurtardı,13
2377,quşu,13
2378,qüdrəti,13
2379,qüdrətin,13
2380,qəlbimə,13
2381,qəmgin,13
2382,qərəz,13
2383,rahat,13
2384,rüsva,13
2385,saya,13
2386,sevdiyim,13
2387,seyd,13
2388,sinən,13
2389,srafil,13
2390,stədi,13
2391,sufi,13
2392,sultani,13
2393,sözlərini,13
2394,sübhə,13
2395,süfrə,13
2396,səhnəbanının,13
2397,tapşırmasını,13
2398,tikan,13
2399,tirə,13
2400,toyda,13
2401,tuti,13
2402,töhfə,13
2403,tövbə,13
2404,vaqifəm,13
2405,varıymış,13
2406,vaxtında,13
2407,vermədi,13
2408,vəfalı,13
2409,xabi,13
2410,xanımın,13
2411,xoşuna,13
2412,yaradıb,13
2413,yaxşıdır,13
2414,yazdım,13
2415,yağa,13
2416,yeksər,13
2417,yerim,13
2418,yerində,13
2419,yetişməz,13
2420,yə,13
2421,yеtmədi,13
2422,yеtər,13
2423,zil,13
2424,zünnar,13
2425,zеynal,13
2426,çalıb,13
2427,çağı,13
2428,ö,13
2429,öpüm,13
2430,ürəkdən,13
2431,ürəyi,13
2432,üstünü,13
2433,üzündür,13
2434,şadlıq,13
2435,şahmar,13
2436,şahə,13
2437,şikayət,13
2438,şərhi,13
2439,əhvalını,13
2440,əmr,13
2441,ənbərin,13
2442,ətri,13
2443,оlum,13
2444,ab,12
2445,adəmi,12
2446,afəti,12
2447,aldanma,12
2448,aldım,12
2449,almağa,12
2450,alsın,12
2451,aləmdən,12
2452,aləmin,12
2453,anaxanımı,12
2454,ani,12
2455,arpa,12
2456,asta,12
2457,atan,12
2458,atları,12
2459,axtar,12
2460,ayağına,12
2461,ayineyi,12
2462,açma,12
2463,açım,12
2464,ağacdan,12
2465,ağla,12
2466,ağlın,12
2467,aşiqlərin,12
2468,badeyi,12
2469,bilərsən,12
2470,birdir,12
2471,buldum,12
2472,bulud,12
2473,bəmini,12
2474,cavanların,12
2475,cüm,12
2476,cǝmalın,12
2477,dari,12
2478,dağlara,12
2479,dağıdıb,12
2480,dağılsın,12
2481,dilini,12
2482,dini,12
2483,dinlə,12
2484,dolansın,12
2485,dura,12
2486,dönməzəm,12
2487,dövrani,12
2488,dəclə,12
2489,dərdindən,12
2490,dəryayi,12
2491,edirdi,12
2492,etməgil,12
2493,etsən,12
2494,eyləməynən,12
2495,eşqdə,12
2496,eşşək,12
2497,fikrini,12
2498,fikrə,12
2499,geydi,12
2500,geyib,12
2501,görcəyin,12
2502,görsən,12
2503,görürəm,12
2504,görərsən,12
2505,göstər,12
2506,gözəlin,12
2507,güruhi,12
2508,gəlibdi,12
2509,gələydi,12
2510,gеri,12
2511,halımı,12
2512,haqqa,12
2513,hayıfsan,12
2514,hikmətin,12
2515,hümmət,12
2516,həqdir,12
2517,həqqin,12
2518,hərdən,12
2519,həsrətini,12
2520,həyatın,12
2521,ildə,12
2522,iraq,12
2523,istəsə,12
2524,iti,12
2525,işrət,12
2526,keyfiyyəti,12
2527,küfr,12
2528,la,12
2529,lütfi,12
2530,ləlin,12
2531,ləzzəti,12
2532,mahalı,12
2533,məclisinə,12
2534,mərhəba,12
2535,məryəm,12
2536,nari,12
2537,nazənin,12
2538,neysan,12
2539,niyaz,12
2540,nişanası,12
2541,nsaf,12
2542,nədəndir,12
2543,nəsihət,12
2544,olmasaydı,12
2545,oturub,12
2546,otuz,12
2547,oxurlar,12
2548,oğlunu,12
2549,piyada,12
2550,qalar,12
2551,qalxar,12
2552,qatı,12
2553,qeyr,12
2554,qol,12
2555,qovğa,12
2556,qoydum,12
2557,qılıncı,12
2558,qəlbin,12
2559,qəlbində,12
2560,qəmdə,12
2561,qənd,12
2562,qəsd,12
2563,qəti,12
2564,raq,12
2565,rövzeyi,12
2566,rədd,12
2567,rəvanım,12
2568,sakit,12
2569,saqiya,12
2570,sayeyi,12
2571,sevda,12
2572,sevən,12
2573,simü,12
2574,sona,12
2575,sücud,12
2576,sün,12
2577,sünbülün,12
2578,sürahi,12
2579,sürmə,12
2580,süzən,12
2581,sǝnǝm,12
2582,səda,12
2583,sərraf,12
2584,sərvə,12
2585,səsini,12
2586,tamama,12
2587,tapa,12
2588,tazələ,12
2589,töküldü,12
2590,tüğyan,12
2591,təbiət,12
2592,təlim,12
2593,tərkin,12
2594,uşaqlar,12
2595,vermək,12
2596,verməzəm,12
2597,vücudin,12
2598,vüsalə,12
2599,vəqti,12
2600,x,12
2601,xam,12
2602,xidmət,12
2603,xülasə,12
2604,xətayi,12
2605,xətin,12
2606,xəttü,12
2607,xеyli,12
2608,yanından,12
2609,yaylaq,12
2610,yaylağa,12
2611,yayın,12
2612,yaşın,12
2613,yaşını,12
2614,yerin,12
2615,yetir,12
2616,yetirdi,12
2617,yetǝr,12
2618,yüzün,12
2619,z,12
2620,zülali,12
2621,çəkməkdən,12
2622,çəkməçi,12
2623,öldür,12
2624,ömrün,12
2625,ötəri,12
2626,özümə,12
2627,ümid,12
2628,ürəyində,12
2629,üzümə,12
2630,üçündür,12
2631,üştə,12
2632,şahidi,12
2633,şapəri,12
2634,şimdi,12
2635,şövqi,12
2636,şəmkirli,12
2637,şərabı,12
2638,şəriət,12
2639,əhlinin,12
2640,əlacı,12
2641,əlimdə,12
2642,əmanət,12
2643,əqlin,12
2644,ərşin,12
2645,əyləşdi,12
2646,əz,12
2647,е,12
2648,adamlardan,11
2649,adına,11
2650,aldın,11
2651,allahı,11
2652,alsa,11
2653,alım,11
2654,asar,11
2655,atalar,11
2656,atar,11
2657,axan,11
2658,axir,11
2659,aydın,11
2660,açan,11
2661,ağlaram,11
2662,aşiyan,11
2663,bad,11
2664,bada,11
2665,basıb,11
2666,bilmirdi,11
2667,birbaş,11
2668,böhtan,11
2669,bədəni,11
2670,bəhlul,11
2671,bər,11
2672,bəxtim,11
2673,bəyaz,11
2674,c,11
2675,camalına,11
2676,camı,11
2677,canda,11
2678,candır,11
2679,cavanlar,11
2680,cövlan,11
2681,cənnətin,11
2682,dami,11
2683,daməni,11
2684,danışa,11
2685,dağına,11
2686,daşın,11
2687,deyildir,11
2688,deyirdi,11
2689,deyəndən,11
2690,dillə,11
2691,divar,11
2692,diyar,11
2693,dişin,11
2694,dodaq,11
2695,duman,11
2696,dü,11
2697,dəmlər,11
2698,dərində,11
2699,dеmə,11
2700,edirlər,11
2701,eləyim,11
2702,etmişdi,11
2703,etsəm,11
2704,eybi,11
2705,eyşü,11
2706,eşit,11
2707,eşqdir,11
2708,fatma,11
2709,fikrim,11
2710,fəraqın,11
2711,gedim,11
2712,gedirəm,11
2713,getsin,11
2714,girmə,11
2715,girəndə,11
2716,gözlədilər,11
2717,gözlərinə,11
2718,gözümə,11
2719,gülbərgi,11
2720,güldən,11
2721,gülzarə,11
2722,gülüm,11
2723,günah,11
2724,gündür,11
2725,günüm,11
2726,gədə,11
2727,gəlgil,11
2728,gəlməsün,11
2729,gətirər,11
2730,gəzdim,11
2731,gəzmə,11
2732,gеtməz,11
2733,hacət,11
2734,havası,11
2735,heyrət,11
2736,huşum,11
2737,hərəsi,11
2738,həvadən,11
2739,illər,11
2740,in,11
2741,istəyən,11
2742,işdə,11
2743,kam,11
2744,kağızın,11
2745,keçir,11
2746,keçmişəm,11
2747,kimdi,11
2748,kimsəyə,11
2749,kirpigin,11
2750,kuyinə,11
2751,kəbab,11
2752,kəmalə,11
2753,kəsb,11
2754,libası,11
2755,löi,11
2756,me,11
2757,minnət,11
2758,mirzə,11
2759,mizan,11
2760,murad,11
2761,mıqıç,11
2762,mərdanə,11
2763,məstin,11
2764,məsələni,11
2765,nagah,11
2766,namus,11
2767,narın,11
2768,neylər,11
2769,nigarım,11
2770,nisar,11
2771,nişə,11
2772,olalı,11
2773,olmağa,11
2774,onunçün,11
2775,ordan,11
2776,ortalığa,11
2777,ortaya,11
2778,oxudum,11
2779,oxumağa,11
2780,oxuyuram,11
2781,parça,11
2782,pərvanətək,11
2783,qabağa,11
2784,qandasan,11
2785,qanını,11
2786,qapıdan,11
2787,qapıya,11
2788,qarşısında,11
2789,qazan,11
2790,qolundan,11
2791,qorxma,11
2792,qoçaq,11
2793,qurtar,11
2794,quşlar,11
2795,qüdrət,11
2796,qılmaq,11
2797,qılsın,11
2798,qırıldı,11
2799,qəddimi,11
2800,qəddinə,11
2801,qəhr,11
2802,qəlbimi,11
2803,qəmxar,11
2804,qəribə,11
2805,qəsdinə,11
2806,qətreyi,11
2807,riya,11
2808,rüxündən,11
2809,rəhimin,11
2810,rəhməti,11
2811,rəngli,11
2812,rəvadır,11
2813,rəşki,11
2814,salsın,11
2815,saxsı,11
2816,sayəsində,11
2817,sel,11
2818,sevdayi,11
2819,seyyidi,11
2820,sizlərə,11
2821,suzi,11
2822,söylənir,11
2823,sözdür,11
2824,sübhün,11
2825,sünbül,11
2826,sığmaz,11
2827,səhv,11
2828,sərvəri,11
2829,səvab,11
2830,t,11
2831,tale,11
2832,talib,11
2833,talibi,11
2834,tapşırdı,11
2835,tiri,11
2836,təhər,11
2837,təlx,11
2838,tənim,11
2839,tərəfdə,11
2840,unut,11
2841,uğrar,11
2842,vallah,11
2843,vermədin,11
2844,xaliqi,11
2845,xaloğlu,11
2846,xalqa,11
2847,xud,11
2848,xuraman,11
2849,xəti,11
2850,xеyirliklə,11
2851,yalnız,11
2852,yarü,11
2853,yazan,11
2854,yazmış,11
2855,yeridi,11
2856,yetməz,11
2857,zalim,11
2858,zarə,11
2859,zikr,11
2860,zilini,11
2861,zəhər,11
2862,çaki,11
2863,çatmaz,11
2864,çoxusu,11
2865,çıxa,11
2866,çəkdiyim,11
2867,çəkildi,11
2868,çəksin,11
2869,çəməndə,11
2870,çох,11
2871,ölən,11
2872,önündə,11
2873,ürəyimdə,11
2874,üstümə,11
2875,üzdən,11
2876,şeyi,11
2877,şeyx,11
2878,şi,11
2879,şö,11
2880,ǝhli,11
2881,əcayib,11
2882,əfv,11
2883,əlac,11
2884,ələm,11
2885,əmələ,11
2886,ənəlhəq,11
2887,əskik,11
2888,əsəd,11
2889,əyə,11
2890,əzbər,11
2891,əzim,11
2892,əziyyət,11
2893,еtdi,11
2894,18,10
2895,adamları,10
2896,adamın,10
2897,alçaq,10
2898,anam,10
2899,arada,10
2900,arası,10
2901,avçı,10
2902,axırı,10
2903,ayda,10
2904,ayru,10
2905,açır,10
2906,ağladı,10
2907,ağlım,10
2908,ağız,10
2909,aşıqların,10
2910,aşığa,10
2911,barabar,10
2912,baran,10
2913,bas,10
2914,baxtı,10
2915,bazara,10
2916,bağa,10
2917,bağda,10
2918,başımdan,10
2919,bilib,10
2920,bilməyən,10
2921,bilsən,10
2922,binəva,10
2923,birinci,10
2924,boylu,10
2925,budaq,10
2926,bunda,10
2927,büllur,10
2928,bǝnzǝr,10
2929,bərbad,10
2930,bəyənmir,10
2931,bəzənib,10
2932,cahil,10
2933,camaatı,10
2934,camahat,10
2935,canana,10
2936,cansız,10
2937,canımın,10
2938,cavabını,10
2939,cavidan,10
2940,cismimi,10
2941,cəhətdən,10
2942,dadı,10
2943,danaları,10
2944,danışdılar,10
2945,danışır,10
2946,danə,10
2947,dağa,10
2948,dağın,10
2949,daşa,10
2950,dediyi,10
2951,deməyə,10
2952,deyilmi,10
2953,dilimdə,10
2954,dilimi,10
2955,dodağından,10
2956,dolandım,10
2957,doyunca,10
2958,dövlətim,10
2959,dövlətin,10
2960,dövlətü,10
2961,dövridir,10
2962,düri,10
2963,düzdü,10
2964,düşmüşdür,10
2965,düşmənin,10
2966,düşmənə,10
2967,dərk,10
2968,dəryayə,10
2969,dеdilər,10
2970,dеyildi,10
2971,dеyə,10
2972,dеyən,10
2973,dеyəsən,10
2974,edənlər,10
2975,edərək,10
2976,elmdən,10
2977,etmǝk,10
2978,eyləyər,10
2979,eyş,10
2980,eşqindən,10
2981,feyz,10
2982,filani,10
2983,fəqir,10
2984,fəzl,10
2985,gedirdi,10
2986,göllər,10
2987,gördükdə,10
2988,görgəc,10
2989,görməsin,10
2990,görüşdülər,10
2991,göstərir,10
2992,göstərər,10
2993,gözlü,10
2994,gözləyir,10
2995,gühər,10
2996,günahım,10
2997,gəlhagəl,10
2998,gəlif,10
2999,gəlmir,10
3000,gətirdilər,10
3001,gətiribsən,10
3002,gəzib,10
3003,gеtdilər,10
3004,halda,10
3005,heyf,10
3006,hifz,10
3007,hikməti,10
3008,hiylə,10
3009,hökmi,10
3010,həftə,10
3011,həmdəmim,10
3012,həvayi,10
3013,həzar,10
3014,ibadət,10
3015,idin,10
3016,iltifat,10
3017,ilǝn,10
3018,imami,10
3019,inayət,10
3020,intizar,10
3021,irazı,10
3022,irəli,10
3023,istəsən,10
3024,iyidin,10
3025,içsə,10
3026,işini,10
3027,kaman,10
3028,kifayətdir,10
3029,kiçik,10
3030,könlümdə,10
3031,kəklik,10
3032,kən,10
3033,kərə,10
3034,kəsi,10
3035,kəsir,10
3036,leylü,10
3037,ləlü,10
3038,mahala,10
