row_id,bir,ki,bu,nə,aşıq,ey,hər,ilə,kim,mən,o,i,də,ol,ələsgər,kimi,sən,var,oldu,da,çox,mənim,məni,gün,dedi,can,tək,idi,mənə,olur
219,17,12,17,4,0,2,10,2,1,3,0,2,4,1,0,1,5,1,0,1,2,0,0,2,1,1,1,0,1,0
220,12,13,6,1,0,3,7,3,1,2,0,4,4,4,0,1,4,3,1,0,0,2,0,1,1,2,1,0,0,0
221,17,9,6,3,0,3,2,5,1,7,0,1,3,0,0,7,5,0,0,2,0,0,0,1,2,1,0,1,2,0
222,11,8,14,1,0,4,0,6,0,3,0,0,1,1,0,1,1,3,1,3,1,2,3,0,0,2,1,2,3,0
223,16,7,14,1,0,4,6,5,0,3,0,3,7,0,0,1,2,0,0,4,0,4,3,1,0,1,4,5,3,0
224,4,6,3,0,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0
225,11,7,8,0,0,2,2,2,0,2,0,1,3,0,0,3,8,0,0,3,0,2,1,1,1,0,2,0,2,0
226,6,5,1,0,0,2,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227,2,6,3,1,0,0,1,3,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
228,1,1,9,1,0,0,0,2,1,0,0,0,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
229,2,3,4,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
230,1,1,1,0,0,3,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
231,5,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
232,0,1,0,0,0,1,2,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
233,3,1,0,0,0,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,1,0,2,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
235,5,0,2,0,0,2,4,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,8,5,5,2,0,1,9,6,17,0,0,3,0,7,0,5,2,3,5,0,0,0,0,1,0,0,0,0,0,5
238,7,10,2,4,0,3,11,3,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1
239,1,0,1,1,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
240,4,0,2,0,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
241,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
242,1,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,2,3,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
244,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
245,1,1,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
246,0,1,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
247,2,3,9,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
249,1,3,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
250,1,3,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
251,1,1,0,1,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,1,0,0,0,0,3,0,2,0,3,0,1,0,2,0,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0
253,57,54,35,11,0,9,38,25,14,6,27,11,4,9,0,6,12,4,5,5,1,7,1,8,0,5,5,5,7,0
254,2,0,1,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
255,3,1,1,1,0,1,3,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
256,3,3,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
257,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,2,3,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,1,0,5,0,3,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260,3,2,5,1,0,5,0,0,3,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0
261,0,4,5,0,0,0,1,4,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0
262,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0
264,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
265,0,5,0,3,0,2,2,1,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266,0,4,3,0,0,3,1,1,1,1,0,3,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
267,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
268,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,1,1,1,0,0,6,1,1,1,4,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0
270,1,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,2,2,2,0,0,0,3,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0,0,1,0
272,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,0,5,8,1,0,2,2,3,3,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
274,3,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1,3,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
276,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
282,0,3,1,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
283,3,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
284,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,2,4,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
286,0,3,1,3,0,2,0,1,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
287,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
288,0,1,1,1,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1
289,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,0,1,5,2,0,2,0,8,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
291,1,1,1,0,0,1,0,1,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
292,1,1,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
293,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
295,0,1,0,1,0,0,3,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
296,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,3,4,1,0,3,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
298,1,0,3,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0
299,0,1,4,4,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,3,4,6,4,0,1,1,2,4,1,0,0,0,1,0,0,1,0,2,0,0,0,1,3,0,0,0,0,0,0
301,0,3,3,6,0,1,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2
302,1,1,1,1,0,3,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,1
303,0,6,13,2,0,0,2,0,2,0,0,0,0,4,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0
304,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
305,3,3,1,2,0,3,0,2,2,3,0,1,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0
306,5,0,1,0,0,0,2,2,2,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1
307,0,3,0,2,0,0,2,1,6,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
308,5,7,10,2,0,4,6,9,3,1,0,2,0,1,0,0,2,1,29,0,0,0,0,1,0,1,0,0,0,0
309,2,2,3,0,0,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
310,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
311,1,2,4,0,0,4,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
312,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
313,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0
314,0,1,0,1,0,4,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
315,0,2,4,2,0,3,1,1,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
316,0,1,1,0,0,5,0,2,0,3,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0
317,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
318,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
319,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0
320,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
322,1,0,1,0,0,4,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
323,0,2,0,1,0,8,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
324,0,3,5,2,0,6,1,2,9,0,0,2,1,12,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0
325,0,1,1,0,0,7,0,6,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0
326,0,3,1,0,0,2,2,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,1,5,0,0,5,0,2,0,1,0,0,0,1,0,1,2,1,4,0,1,0,1,1,0,1,0,0,0,1
328,0,4,5,4,0,0,0,3,2,1,0,0,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0
329,0,1,1,3,0,2,3,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
330,0,2,1,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0
331,0,0,1,1,0,2,1,0,4,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0
332,0,1,6,0,0,0,3,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
333,0,0,2,0,0,1,1,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
334,1,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
335,0,6,6,1,0,2,0,7,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
336,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
337,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
338,1,4,1,2,0,2,1,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
339,2,0,0,1,0,1,2,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0
340,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
341,0,2,3,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342,0,4,2,3,0,5,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1
343,0,2,2,0,0,0,2,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
344,0,2,0,1,0,0,0,3,4,2,0,0,0,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
345,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
346,0,4,4,1,0,2,0,6,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
347,1,1,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
348,0,2,4,1,0,0,0,1,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
349,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
350,0,1,0,1,0,2,1,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
351,0,5,0,1,0,0,6,2,7,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
352,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
353,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
354,0,2,0,1,0,0,1,1,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1,4,2,2,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,6,1,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
358,0,1,0,1,0,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
359,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,3,3,1,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
361,0,2,3,1,0,5,0,3,4,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
362,1,3,1,4,0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
363,0,5,1,1,0,3,0,4,5,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
364,0,5,0,0,0,2,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
366,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
367,0,3,0,2,0,2,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
368,2,0,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0
369,0,4,0,2,0,2,1,3,2,4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,0,0,4,0,0,1,0,1,2,1,0,0,0,0,0,0,2,0,8,1,0,1,0,2,0,0,0,0,0,0
371,2,4,2,1,0,0,1,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
372,1,1,0,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
373,1,2,0,0,0,6,0,1,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
374,0,3,9,0,0,0,0,15,1,10,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0
375,0,4,1,1,0,0,0,0,2,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0
376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
377,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
378,0,1,1,1,0,6,2,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
379,1,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
380,0,1,2,0,0,2,0,0,2,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0
381,0,0,1,1,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,5,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
384,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,1
385,0,5,3,4,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
386,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
387,0,0,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
388,0,2,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,0,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
390,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
391,2,2,0,0,0,2,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,7,3,1,0,3,0,2,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
393,2,2,0,0,0,1,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
394,0,4,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,0,2,1,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
396,1,5,1,0,0,2,0,5,3,0,0,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
397,0,0,1,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0
398,0,3,4,3,0,2,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
399,4,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1
400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
401,1,4,0,0,0,3,1,0,4,0,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
402,0,1,0,3,0,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,0,1,0,0,0,1,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
404,0,6,2,2,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
405,0,3,3,3,0,0,4,2,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,12
406,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
407,0,1,4,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0
408,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
409,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,1,6,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
411,2,1,7,2,0,1,0,0,4,0,0,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
412,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1,1,0,1,0,1,1,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,1,2,0,2,0,0,2,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
415,0,1,1,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,2,0,0,0,0
416,1,1,3,0,0,2,3,0,5,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
417,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,0,0,0,0,1
418,3,2,2,1,0,0,0,6,2,2,1,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
419,0,2,2,2,0,4,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
420,0,2,0,1,0,2,2,1,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
421,0,1,0,0,0,1,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
422,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
424,0,1,1,1,0,4,1,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
425,1,4,3,0,0,0,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
426,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
427,0,7,2,9,0,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
428,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
429,0,1,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
431,1,2,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
432,1,2,0,1,0,0,2,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
434,0,0,1,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
435,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
436,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
437,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,1,1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2,2,0,0,0,4,0,1,2,1,0,0,0,3,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441,0,2,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1
442,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
