term_id,token,term_frequency,document_frequency
1323,ar,21,21
1324,atlı,21,8
1325,aydır,21,18
1326,ağlı,21,16
1327,bari,21,19
1328,baxıb,21,18
1329,bağlama,21,12
1330,bağı,21,18
1331,başladılar,21,10
1332,başım,21,18
1333,bilirsən,21,16
1334,bilirəm,21,17
1335,birin,21,14
1336,birinin,21,14
1337,boş,21,16
1338,c9,21,3
1339,cismi,21,21
1340,derəm,21,8
1341,didarına,21,4
1342,dostun,21,15
1343,doğrudan,21,13
1344,düşərmi,21,5
1345,dəmi,21,19
1346,dеsin,21,7
1347,etdilər,21,14
1348,eyləmək,21,14
1349,fazil,21,5
1350,geri,21,10
1351,haman,21,18
1352,hava,21,18
1353,köynəyinə,21,10
1354,mehri,21,17
1355,meydana,21,15
1356,möhnəti,21,20
1357,məh,21,19
1358,məlum,21,18
1359,n,21,6
1360,nəfər,21,21
1361,nəqşi,21,20
1362,odlu,21,19
1363,olu,21,10
1364,olun,21,9
1365,orda,21,15
1366,qala,21,16
1367,qurbanın,21,6
1368,qəddi,21,19
1369,qəmzə,21,20
1370,rahət,21,20
1371,sevər,21,12
1372,söhbəti,21,15
1373,sözlərin,21,13
1374,sözünə,21,18
1375,sǝnin,21,18
1376,tapıb,21,17
1377,tari,21,18
1378,tutmuş,21,19
1379,tökülür,21,12
1380,təkcə,21,19
1381,vasil,21,19
1382,vay,21,18
1383,verdim,21,21
1384,versə,21,20
1385,vüsalın,21,19
1386,xeyr,21,13
1387,xürrəm,21,19
1388,xızr,21,20
1389,xəm,21,21
1390,yazdı,21,13
1391,yağış,21,12
1392,yeksan,21,12
1393,yetişdi,21,16
1394,yolunu,21,14
1395,yolçu,21,2
1396,zalım,21,16
1397,zinhar,21,19
1398,çatdı,21,15
1399,çıxan,21,19
1400,şan,21,15
1401,şirvan,21,16
1402,şəmi,21,21
1403,şərif,21,4
1404,əhsən,21,19
1405,əksi,21,20
1406,əla,21,19
1407,əmma,21,21
1408,əqli,21,17
1409,əsla,21,18
1410,əyri,21,18
1411,afitab,20,20
1412,amandı,20,8
1413,aradan,20,14
1414,arizi,20,15
1415,ayağın,20,20
1416,ağkilsə,20,9
1417,bayram,20,14
1418,bağladı,20,19
1419,başıma,20,17
1420,behişt,20,14
1421,cahanın,20,15
1422,cövr,20,19
1423,danışdı,20,10
1424,deyəsən,20,15
1425,dilin,20,20
1426,durmuş,20,12
1427,düşman,20,18
1428,dər,20,16
1429,elmi,20,16
1430,evində,20,14
1431,eylərsən,20,10
1432,fikirləşdi,20,10
1433,gerçək,20,11
1434,görün,20,18
1435,görər,20,15
1436,gözünə,20,19
1437,gəzər,20,19
1438,hamısını,20,11
1439,həsən,20,14
1440,həzər,20,18
1441,keçən,20,16
1442,kəlmə,20,16
1443,kəmali,20,17
1444,lin,20,18
1445,lütfü,20,18
1446,ləzzət,20,16
1447,mişkin,20,20
1448,münkir,20,19
1449,müttəsil,20,20
1450,müştaq,20,18
1451,məclisində,20,14
1452,mələklər,20,18
1453,mərdana,20,16
1454,mərifət,20,18
1455,ni,20,18
1456,qardaşı,20,11
1457,qismət,20,18
1458,qorxuram,20,18
1459,qırmızı,20,13
1460,ruh,20,16
1461,səbəbdən,20,20
1462,sərdar,20,10
1463,sərxoş,20,13
1464,tapılmaz,20,12
1465,tay,20,16
1466,tiği,20,16
1467,töküb,20,18
1468,təmə,20,3
1469,vaqifi,20,10
1470,vüsal,20,14
1471,vəh,20,18
1472,vеrir,20,11
1473,xəbərdar,20,20
1474,yaşıl,20,13
1475,yerinə,20,14
1476,yusif,20,19
1477,yеddi,20,10
1478,zamana,20,16
1479,zəhi,20,17
1480,çoxu,20,11
1481,çıxır,20,17
1482,çəkilib,20,17
1483,çəkə,20,12
1484,çəkən,20,18
1485,ömr,20,19
1486,şikar,20,19
1487,əhməd,20,9
1488,ərzi,20,17
1489,adət,19,19
1490,altında,19,17
1491,arizin,19,19
1492,ayrılır,19,4
1493,ağkilsəyə,19,9
1494,ağıl,19,13
1495,aşiqəm,19,10
1496,bar,19,13
1497,bidar,19,18
1498,biçarə,19,18
1499,bulunmaz,19,7
1500,bunların,19,10
1501,bə,19,8
1502,bərgi,19,16
1503,canımız,19,8
1504,cigər,19,18
1505,cəfərqulu,19,1
1506,daği,19,17
1507,dideyi,19,18
1508,divanə,19,14
1509,dolanır,19,13
1510,doldu,19,16
1511,dünən,19,16
1512,dürri,19,19
1513,düşsə,19,17
1514,dədə,19,6
1515,dərdini,19,15
1516,dərin,19,16
1517,dеyər,19,13
1518,edirəm,19,13
1519,etibar,19,16
1520,fəna,19,16
1521,fəxr,19,13
1522,gahi,19,10
1523,görmək,19,16
1524,görməz,19,15
1525,göylərə,19,19
1526,gözdə,19,6
1527,gözlər,19,16
1528,gözündən,19,18
1529,gözələ,19,9
1530,gülzar,19,16
1531,gülşən,19,17
1532,gǝldi,19,8
1533,gərdən,19,16
1534,hadi,19,1
1535,həya,19,19
1536,ilahi,19,16
1537,iç,19,9
1538,içim,19,13
1539,kamal,19,15
1540,kağızı,19,4
1541,kaş,19,16
1542,key,19,16
1543,keçər,19,15
1544,kə,19,16
1545,kəndindən,19,11
1546,kəsin,19,14
1547,lövhi,19,19
1548,ləbindən,19,18
1549,ləblərin,19,19
1550,maral,19,13
1551,münəvvər,19,19
1552,mədəd,19,9
1553,məlamət,19,18
1554,məna,19,17
1555,mərdan,19,17
1556,mərdümi,19,17
1557,məskən,19,17
1558,nişana,19,12
1559,olanlar,19,16
1560,olmadan,19,11
1561,olmaya,19,15
1562,olsam,19,19
1563,pir,19,16
1564,qalmışam,19,17
1565,qalsın,19,12
1566,qalır,19,18
1567,qiymət,19,18
1568,qızın,19,7
1569,qəlbinə,19,15
1570,qəmindən,19,17
1571,qəmzən,19,18
1572,reyhan,19,19
1573,ruzigar,19,16
1574,sazın,19,12
1575,sidq,19,18
1576,sinəm,19,18
1577,sizin,19,15
1578,səd,19,16
1579,tab,19,19
1580,top,19,18
1581,tökər,19,18
1582,təkrar,19,18
1583,versin,19,16
1584,xalq,19,15
1585,xırda,19,10
1586,xəyalın,19,17
1587,xəzan,19,13
1588,yaxşılıq,19,9
1589,yetdi,19,17
1590,yеri,19,10
1591,zülfünü,19,16
1592,çoxdu,19,16
1593,ümidim,19,17
1594,üryan,19,14
1595,əgərçi,19,19
1596,əlimdən,19,15
1597,ahım,18,17
1598,almaq,18,12
1599,atası,18,8
1600,ayna,18,16
1601,aşıqlar,18,9
1602,aşığam,18,10
1603,baxın,18,7
1604,bağrı,18,17
1605,başından,18,16
1606,bidad,18,18
1607,bilmədim,18,11
1608,bimürvət,18,18
1609,boyu,18,16
1610,büti,18,16
1611,bəd,18,17
1612,bəhs,18,11
1613,bəladır,18,18
1614,bəndə,18,16
1615,bəşər,18,17
1616,cövrü,18,17
1617,daşı,18,17
1618,di,18,12
1619,dildar,18,15
1620,dönər,18,17
1621,dünyayə,18,17
1622,düşmüş,18,16
1623,düşsün,18,15
1624,düşərsən,18,4
1625,dəhrdə,18,17
1626,dərdli,18,14
1627,fərhad,18,18
1628,gedən,18,13
1629,göydən,18,16
1630,gülzari,18,16
1631,gəldim,18,15
1632,gəlmiş,18,17
1633,gərəkdi,18,7
1634,gеt,18,7
1635,halına,18,16
1636,hamınızın,18,9
1637,hardan,18,15
1638,it,18,10
1639,içinə,18,10
1640,içər,18,10
1641,kənar,18,17
1642,lazımdı,18,17
1643,mina,18,18
1644,müsəlman,18,17
1645,müşgünaz,18,2
1646,nagəh,18,17
1647,nağının,18,3
1648,nöqsan,18,15
1649,nəyə,18,15
1650,orada,18,11
1651,qamətin,18,18
1652,qanan,18,6
1653,qansı,18,5
1654,qarə,18,17
1655,qaçan,18,17
1656,qonaq,18,10
1657,qur,18,18
1658,quru,18,16
1659,qılmağa,18,15
1660,rövşən,18,18
1661,salan,18,17
1662,saət,18,17
1663,sirrin,18,18
1664,son,18,14
1665,soyuq,18,13
1666,söylər,18,16
1667,sə,18,8
1668,səkkiz,18,13
1669,səninlə,18,13
1670,sər,18,18
1671,sərf,18,16
1672,səs,18,17
1673,səxavət,18,11
1674,tanı,18,14
1675,tökdü,18,16
1676,usta,18,5
1677,varsa,18,17
1678,verirəm,18,5
1679,versən,18,11
1680,vurur,18,15
1681,xaqaninin,18,12
1682,xeyir,18,12
1683,xəcalət,18,17
1684,xərab,18,17
1685,yalan,18,18
1686,yanan,18,17
1687,yeni,18,13
1688,yеrdə,18,11
1689,çoban,18,11
1690,çıxıbdı,18,11
1691,çəkmiş,18,18
1692,öldü,18,11
1693,üzlü,18,14
1694,əks,18,14
1695,əlim,18,17
1696,ərşə,18,16
1697,əzab,18,16
1698,əzmi,18,18
1699,anda,17,15
1700,atəş,17,17
1701,ayı,17,12
1702,aşıqlıq,17,5
1703,aşığın,17,10
1704,balı,17,10
1705,baxtım,17,8
1706,bağında,17,15
1707,billah,17,15
1708,billəm,17,11
1709,bilmir,17,13
1710,bilməm,17,17
1711,bilmən,17,16
1712,biləsən,17,12
1713,buraya,17,9
1714,bənd,17,13
1715,bəxt,17,14
1716,bəxti,17,15
1717,bəylər,17,10
1718,bəşirin,17,6
1719,ciyər,17,15
1720,cürə,17,10
1721,cəhd,17,16
1722,deyirəm,17,12
1723,doğuldu,17,3
1724,dünyadə,17,14
1725,düşə,17,15
1726,dəmir,17,11
1727,dəydi,17,11
1728,dеdim,17,12
1729,edəndə,17,13
1730,ehtiyat,17,13
1731,etmişəm,17,17
1732,eşidən,17,6
1733,fürsət,17,13
1734,gedir,17,14
1735,girdi,17,15
1736,giriftar,17,17
1737,göyçədə,17,4
1738,günahkar,17,13
1739,gеdək,17,5
1740,hur,17,17
1741,hökm,17,16
1742,həcv,17,7
1743,inkar,17,16
1744,içib,17,17
1745,kanı,17,15
1746,kitab,17,15
1747,köynəyindən,17,7
1748,kəmal,17,15
1749,kəsib,17,16
1750,lö,17,13
1751,meyli,17,16
1752,mustafa,17,9
1753,mülkü,17,16
1754,mürği,17,17
1755,müxtəsər,17,15
1756,müştaqəm,17,1
1757,mənzil,17,16
1758,naləvü,17,17
1759,nigar,17,12
1760,nəfs,17,13
1761,nəsib,17,12
1762,olandan,17,8
1763,olardı,17,10
1764,oxun,17,16
1765,qaməti,17,16
1766,qat,17,12
1767,qəddin,17,16
1768,qərib,17,15
1769,rizvan,17,15
1770,rəhi,17,16
1771,rəhman,17,17
1772,rəsmi,17,14
1773,salam,17,11
1774,san,17,14
1775,səf,17,12
1776,səngi,17,15
1777,sərgərdan,17,15
1778,toyu,17,7
1779,tuba,17,16
1780,təni,17,17
1781,vеrib,17,14
1782,vеrim,17,8
1783,xah,17,9
1784,xahiş,17,11
1785,xaqaniyə,17,12
1786,xublar,17,16
1787,xuni,17,15
1788,xurşid,17,13
1789,xurşidi,17,17
1790,yazıb,17,8
1791,yağ,17,12
1792,yağı,17,12
1793,yerindən,17,15
1794,zülfünün,17,16
1795,zülmü,17,17
1796,zərər,17,11
1797,çölə,17,9
1798,çəkdim,17,16
1799,çərx,17,16
1800,çətin,17,14
1801,ölüb,17,15
1802,ölürəm,17,7
1803,ü,17,7
1804,şir,17,14
1805,şölə,17,16
1806,şəbi,17,17
1807,şеy,17,8
1808,əbəs,17,15
1809,əcəl,17,16
1810,əlif,17,15
1811,əya,17,14
1812,adamların,16,8
1813,ahi,16,16
1814,alma,16,11
1815,aparıb,16,12
1816,açılıb,16,15
1817,ağanın,16,6
1818,aşkar,16,15
1819,baqi,16,16
1820,başə,16,16
1821,bel,16,16
1822,bilməzəm,16,16
1823,bimar,16,16
1824,boy,16,13
1825,buyi,16,15
1826,büryan,16,13
1827,bənzətdim,16,3
1828,bəsləyər,16,2
1829,canına,16,13
1830,cismim,16,16
1831,cünun,16,15
1832,cənnəti,16,16
1833,dara,16,15
1834,daxil,16,10
1835,deyirlər,16,11
1836,dua,16,15
1837,dudi,16,16
1838,dönübdü,16,5
1839,dürlü,16,13
1840,düşməz,16,15
1841,dəmdə,16,15
1842,dеdin,16,3
1843,dеyib,16,11
1844,edirsən,16,12
1845,etsin,16,12
1846,ev,16,11
1847,eyb,16,14
1848,eyləsə,16,11
1849,eyni,16,16
1850,eşqinə,16,15
1851,firqətin,16,15
1852,fəryad,16,16
1853,fəsli,16,16
1854,göyçək,16,15
1855,gözündə,16,16
1856,gümüş,16,11
1857,gələcək,16,11
1858,gəzən,16,15
1859,halal,16,13
1860,huş,16,16
1861,hüseynin,16,2
1862,hǝm,16,12
1863,həbibim,16,16
1864,həqqə,16,16
1865,imam,16,12
1866,islam,16,11
1867,işdən,16,15
1868,kimidir,16,8
1869,kişiyə,16,13
1870,kəndi,16,11
1871,loğman,16,12
1872,ləl,16,16
1873,minib,16,7
1874,möhnət,16,16
1875,nan,16,11
1876,nazlı,16,15
1877,nağını,16,4
1878,olam,16,14
1879,olduğunu,16,12
1880,olmayan,16,15
1881,piri,16,14
1882,qabağında,16,10
1883,qal,16,14
1884,qaliba,16,15
1885,qanım,16,15
1886,qarğa,16,11
1887,qarı,16,9
1888,qaçdı,16,13
1889,qaçma,16,2
1890,qurbandı,16,13
1891,qıldım,16,14
1892,qəlb,16,13
1893,qərarım,16,13
1894,saxladı,16,10
1895,sinəsində,16,12
1896,siçan,16,7
1897,suyun,16,9
1898,sığmazam,16,1
1899,səadət,16,12
1900,tanrı,16,15
1901,tar,16,13
1902,təriqi,16,15
1903,verdin,16,8
1904,vuran,16,14
1905,vurma,16,13
1906,vеr,16,10
1907,xəbəri,16,14
1908,xəncəri,16,15
1909,yanaram,16,7
1910,yanı,16,14
1911,yеr,16,7
1912,zati,16,16
1913,ziba,16,15
1914,zikri,16,15
1915,ziyadə,16,13
1916,ziyan,16,15
1917,zülf,16,14
1918,çoxdan,16,14
1919,çıx,16,14
1920,çəkirəm,16,13
1921,çəmən,16,13
1922,çоx,16,11
1923,ölüncə,16,14
1924,özümü,16,12
1925,şamü,16,15
1926,şanə,16,16
1927,şeyda,16,15
1928,şiri,16,13
1929,şövqün,16,14
1930,şəha,16,13
1931,şərabi,16,14
1932,ǝldǝn,16,3
1933,ədəb,16,14
1934,əlbət,16,14
1935,əyyami,16,16
1936,əyər,16,4
1937,əziz,16,14
1938,əzizim,16,13
1939,əşkim,16,15
1940,еlədilər,16,6
1941,еşq,16,15
1942,altmış,15,6
1943,apar,15,11
1944,atam,15,13
1945,atıb,15,13
1946,avarə,15,12
1947,açar,15,13
1948,açıq,15,15
1949,ağac,15,11
1950,ağacı,15,12
1951,bağlayıb,15,11
1952,başda,15,12
1953,bilin,15,12
1954,bilməzsən,15,9
1955,birindən,15,13
1956,bixəbər,15,14
1957,buyur,15,11
1958,bərk,15,12
1959,bəyə,15,9
1960,camal,15,9
1961,cəfərullah,15,1
1962,cəmalın,15,14
1963,danış,15,11
1964,dağıldı,15,15
1965,deyəndə,15,9
1966,dilü,15,14
1967,dönmüş,15,13
1968,düşməyə,15,4
1969,dərviş,15,12
1970,elmü,15,11
1971,eləsin,15,11
1972,evi,15,11
1973,evinə,15,13
1974,eyləyə,15,15
1975,eşqdən,15,14
1976,filan,15,13
1977,fitnə,15,15
1978,fələkdən,15,13
1979,görmüş,15,14
1980,görsənər,15,1
1981,günündə,15,15
1982,güzər,15,11
1983,gəlirdi,15,11
1984,gеtmə,15,6
1985,hala,15,14
1986,hicranın,15,14
1987,hilal,15,15
1988,hədyan,15,11
1989,hеyvan,15,8
1990,irişdi,15,7
1991,istə,15,14
1992,istərsən,15,15
1993,ixtiyar,15,15
1994,içün,15,14
1995,k,15,5
1996,kül,15,12
1997,kədər,15,11
1998,kəlam,15,14
1999,kəsər,15,13
2000,lal,15,15
2001,lazımdır,15,14
2002,ləbləri,15,13
2003,mar,15,12
2004,möhnətü,15,13
2005,möhtac,15,13
2006,müyəssər,15,15
2007,müşk,15,14
2008,məclisdəkilər,15,5
2009,mədh,15,10
2010,məkan,15,13
2011,mənimlə,15,13
2012,mərcan,15,15
2013,namərd,15,12
2014,neylərəm,15,13
2015,nəqş,15,13
2016,nər,15,12
2017,olduğu,15,14
2018,olmuşdu,15,12
2019,oyan,15,11
2020,peykan,15,13
2021,peykanın,15,13
2022,pənah,15,14
2023,qandır,15,12
2024,qanlar,15,14
2025,qanına,15,12
2026,qurbana,15,5
2027,qurbanı,15,12
2028,qəmim,15,13
2029,rahi,15,14
2030,razi,15,14
2031,rişteyi,15,15
2032,rüxsarın,15,15
2033,saldın,15,15
2034,sanasan,15,15
2035,sifət,15,14
2036,sinəmdə,15,15
2037,sinəsi,15,14
2038,smayıl,15,5
2039,solaxqəy,15,1
2040,sordum,15,13
2041,səbəb,15,14
2042,səfər,15,11
2043,səməd,15,2
2044,tac,15,12
2045,tuta,15,13
2046,tülkü,15,11
2047,təbi,15,14
2048,təmiz,15,14
2049,tеzdən,15,4
2050,usuf,15,4
2051,vaqifin,15,8
2052,verim,15,11
2053,viranə,15,15
2054,xanı,15,12
2055,xub,15,14
2056,xəcil,15,15
2057,xətti,15,11
2058,yandım,15,14
2059,yatdı,15,11
2060,yayıldı,15,10
2061,yel,15,14
2062,yeli,15,14
2063,yoluna,15,14
2064,yuxuda,15,5
2065,zad,15,10
2066,zarü,15,15
2067,zindan,15,15
2068,zöhrə,15,5
2069,zəncir,15,12
2070,çəkməz,15,14
2071,ömrü,15,14
2072,ülfət,15,12
2073,şer,15,13
2074,şövq,15,15
2075,şəb,15,15
2076,şəhri,15,15
2077,şəkkər,15,15
2078,şəmsü,15,15
2079,şəxs,15,10
2080,şəyird,15,4
2081,əfğan,15,14
2082,əfəndi,15,3
2083,ələsgərdi,15,14
2084,əsəri,15,13
2085,еl,15,8
2086,еvdə,15,5
2087,abad,14,13
2088,abbas,14,10
2089,alan,14,12
2090,alar,14,11
2091,anası,14,9
2092,anaxanıma,14,3
2093,aram,14,13
2094,ariflər,14,14
2095,arı,14,12
2096,atlarını,14,4
2097,ayağından,14,13
2098,ayəti,14,13
2099,azar,14,13
2100,açılanda,14,10
2101,açılır,14,14
2102,ağı,14,13
2103,aşina,14,14
2104,balası,14,8
2105,baxa,14,10
2106,bağiban,14,14
2107,betər,14,10
2108,bular,14,5
2109,bəladan,14,13
2110,bənövşə,14,13
2111,bərqi,14,13
2112,camaata,14,7
2113,camalını,14,13
2114,cəfər,14,14
2115,darının,14,2
2116,dava,14,12
2117,demirəm,14,9
2118,desin,14,10
2119,dilbəri,14,10
2120,diqqətlə,14,10
2121,div,14,14
2122,dodağı,14,13
2123,doqquz,14,13
2124,dəvə,14,10
2125,dеdiyi,14,6
2126,edəsən,14,13
2127,evin,14,13
2128,evə,14,8
2129,eyləyim,14,13
2130,eşidib,14,9
2131,fikr,14,13
2132,fikrinə,14,12
2133,fəth,14,11
2134,gedǝr,14,2
2135,gedək,14,5
2136,gir,14,14
2137,girməz,14,3
2138,gördün,14,12
2139,görməyə,14,12
2140,göyçəli,14,8
2141,gözünün,14,9
2142,gözəldir,14,9
2143,gülşəni,14,13
2144,gǝl,14,10
2145,gǝr,14,14
2146,gəlibsən,14,8
2147,gəzir,14,13
2148,gеdən,14,7
2149,haraya,14,6
2150,haşa,14,14
2151,hicrində,14,13
2152,hurü,14,13
2153,hökmü,14,11
2154,hə,14,6
2155,həmən,14,10
2156,həqiqət,14,13
2157,ikisi,14,9
2158,incə,14,13
2159,iyid,14,10
2160,izhari,14,12
2161,içdi,14,12
2162,içmək,14,12
2163,kafər,14,14
2164,kani,14,13
2165,köynək,14,4
2166,kəmər,14,12
2167,kərbəlayı,14,2
2168,kəsmə,14,13
2169,mehr,14,14
2170,mehriban,14,13
2171,meyvə,14,7
2172,mişki,14,12
2173,möhkəm,14,14
2174,mövla,14,12
2175,müştəri,14,13
2176,məclisi,14,11
2177,məmiş,14,2
2178,mənsur,14,12
2179,məğrur,14,13
2180,nazü,14,14
2181,ne,14,6
2182,nemət,14,9
2183,neçin,14,12
2184,nisbət,14,14
2185,nun,14,13
2186,nuş,14,14
2187,olarsan,14,6
2188,oldı,14,1
2189,olurdu,14,13
2190,oxşayır,14,9
2191,oğlana,14,8
2192,pərdə,14,13
2193,qalmasın,14,9
2194,qatında,14,14
2195,qaçar,14,13
2196,qoymadı,14,12
2197,qılman,14,13
2198,qılınc,14,13
2199,qırx,14,12
2200,qızdar,14,2
2201,qızılvəngə,14,2
2202,qədri,14,12
2203,qəmü,14,14
2204,rüxi,14,14
2205,rəqib,14,12
2206,sadiq,14,14
2207,sahib,14,14
2208,saxla,14,14
2209,say,14,12
2210,saçar,14,12
2211,seyli,14,14
2212,stər,14,14
2213,sultanım,14,8
2214,susadı,14,3
2215,suya,14,12
2216,sözdən,14,13
2217,səbrü,14,14
2218,səltənət,14,14
2219,taban,14,14
2220,taci,14,14
2221,taət,14,11
2222,tutan,14,13
2223,tutma,14,13
2224,tutmaz,14,12
2225,tök,14,10
2226,tədbir,14,13
2227,təmam,14,11
2228,tərifi,14,6
2229,təzədən,14,11
2230,u,14,5
2231,vacib,14,13
2232,varıydı,14,4
2233,verdilər,14,14
2234,vеrmədi,14,5
2235,xitab,14,11
2236,xudaya,14,13
2237,yanşağa,14,3
2238,yanə,14,9
2239,yaxın,14,12
2240,yaxşıdı,14,6
2241,yaylağına,14,4
2242,yaza,14,12
2243,yеrindən,14,5
2244,yеtişdi,14,5
2245,zaye,14,13
2246,zülmət,14,11
2247,zənciri,14,14
2248,çara,14,13
2249,çoxları,14,12
2250,çıxmaz,14,13
2251,çıxmış,14,11
2252,özünün,14,14
2253,şahım,14,13
2254,əlinin,14,13
2255,əzəldə,14,13
2256,əğyar,14,14
2257,еvlərinə,14,6
2258,еşqin,14,13
2259,оlub,14,8
2260,оndan,14,6
2261,abid,13,11
2262,agah,13,12
2263,allahın,13,11
2264,arizu,13,5
2265,arvadı,13,9
2266,ayın,13,13
2267,azərbaycan,13,5
2268,ağzına,13,12
2269,bacı,13,7
2270,baxan,13,13
2271,bilə,13,9
2272,boynuma,13,11
2273,boynuna,13,11
2274,bulmuşam,13,6
2275,bunları,13,10
2276,bürhan,13,12
2277,büt,13,11
2278,bəm,13,8
2279,bəylərin,13,3
2280,bəzm,13,11
2281,bəzən,13,8
2282,cah,13,9
2283,calalı,13,7
2284,ciyərim,13,10
2285,cəhənnəm,13,10
2286,cəllad,13,13
2287,dadlı,13,12
2288,daima,13,13
2289,davam,13,8
2290,dayandı,13,9
2291,dersəm,13,3
2292,desə,13,9
2293,desəm,13,12
2294,deyilsən,13,7
2295,deyək,13,9
2296,dildə,13,12
2297,diqqət,13,12
2298,divan,13,11
2299,diyari,13,13
2300,dostluq,13,8
2301,dostuna,13,10
2302,durma,13,10
2303,durnalar,13,3
2304,dövranı,13,12
2305,dürr,13,10
2306,düzünü,13,7
2307,düçar,13,13
2308,düşmədi,13,12
2309,dəhanın,13,13
2310,dərmanı,13,13
2311,dеyirəm,13,5
2312,dеyəndə,13,5
2313,edibdir,13,11
2314,eldən,13,13
2315,elədilər,13,6
2316,erməni,13,3
2317,fil,13,11
2318,fələkdə,13,12
2319,göhər,13,10
2320,görmədi,13,10
2321,göründü,13,12
2322,göstərdi,13,12
2323,göyün,13,11
2324,gözümün,13,10
2325,gülşəndə,13,12
2326,gəldiyini,13,7
2327,gərdun,13,12
2328,gətirir,13,4
2329,haqqın,13,11
2330,həcərin,13,3
2331,həqiqətdən,13,11
2332,həvəs,13,13
2333,imanım,13,11
2334,iqrar,13,10
2335,irəməz,13,2
2336,istəyir,13,10
2337,içindǝ,13,13
2338,işarə,13,8
2339,külək,13,13
2340,kürk,13,3
2341,kənddə,13,10
2342,leyli,13,13
2343,ma,13,10
2344,mikail,13,1
2345,miskin,13,13
2346,misli,13,12
2347,mömin,13,11
2348,müjgan,13,13
2349,müxənnət,13,9
2350,mǝndǝdir,13,1
2351,mǝnim,13,11
2352,məhrum,13,11
2353,məqam,13,11
2354,mərdü,13,13
2355,məsələ,13,8
2356,mətləbi,13,10
2357,məşhur,13,13
2358,namaz,13,12
2359,namə,13,11
2360,naçar,13,13
2361,neyləyim,13,13
2362,nifrət,13,4
2363,nuh,13,11
2364,nuru,13,12
2365,nəşə,13,10
2366,olarsa,13,8
2367,onundur,13,2
2368,ovçu,13,12
2369,qaldılar,13,9
2370,qalmaz,13,12
2371,qanə,13,12
2372,qarabağ,13,12
2373,qardaşları,13,6
2374,qaçaq,13,6
2375,qoydular,13,9
2376,qurtardı,13,10
2377,quşu,13,11
2378,qüdrəti,13,11
2379,qüdrətin,13,12
2380,qəlbimə,13,10
2381,qəmgin,13,13
2382,qərəz,13,5
2383,rahat,13,8
2384,rüsva,13,13
2385,saya,13,12
2386,sevdiyim,13,7
2387,seyd,13,12
2388,sinən,13,8
2389,srafil,13,3
2390,stədi,13,12
2391,sufi,13,13
2392,sultani,13,10
2393,sözlərini,13,7
2394,sübhə,13,12
2395,süfrə,13,11
2396,səhnəbanının,13,1
2397,tapşırmasını,13,7
2398,tikan,13,9
2399,tirə,13,11
2400,toyda,13,6
2401,tuti,13,13
2402,töhfə,13,10
2403,tövbə,13,11
2404,vaqifəm,13,13
2405,varıymış,13,3
2406,vaxtında,13,11
2407,vermədi,13,12
2408,vəfalı,13,9
2409,xabi,13,13
2410,xanımın,13,5
2411,xoşuna,13,8
2412,yaradıb,13,13
2413,yaxşıdır,13,9
2414,yazdım,13,10
2415,yağa,13,8
2416,yeksər,13,12
2417,yerim,13,13
2418,yerində,13,9
2419,yetişməz,13,7
2420,yə,13,12
2421,yеtmədi,13,2
2422,yеtər,13,5
2423,zil,13,9
2424,zünnar,13,13
2425,zеynal,13,2
2426,çalıb,13,10
2427,çağı,13,11
2428,ö,13,4
2429,öpüm,13,6
2430,ürəkdən,13,10
2431,ürəyi,13,7
2432,üstünü,13,10
2433,üzündür,13,12
2434,şadlıq,13,12
2435,şahmar,13,12
2436,şahə,13,10
2437,şikayət,13,11
2438,şərhi,13,13
2439,əhvalını,13,10
2440,əmr,13,12
2441,ənbərin,13,13
2442,ətri,13,11
2443,оlum,13,5
2444,ab,12,12
2445,adəmi,12,12
2446,afəti,12,11
2447,aldanma,12,10
2448,aldım,12,12
2449,almağa,12,12
2450,alsın,12,12
2451,aləmdən,12,11
2452,aləmin,12,11
2453,anaxanımı,12,2
2454,ani,12,12
2455,arpa,12,9
2456,asta,12,7
2457,atan,12,12
2458,atları,12,4
2459,axtar,12,11
2460,ayağına,12,11
2461,ayineyi,12,12
2462,açma,12,10
2463,açım,12,9
2464,ağacdan,12,9
2465,ağla,12,4
2466,ağlın,12,11
2467,aşiqlərin,12,11
2468,badeyi,12,11
2469,bilərsən,12,9
2470,birdir,12,7
2471,buldum,12,11
2472,bulud,12,9
2473,bəmini,12,8
2474,cavanların,12,5
2475,cüm,12,1
2476,cǝmalın,12,11
2477,dari,12,12
2478,dağlara,12,11
2479,dağıdıb,12,7
2480,dağılsın,12,4
2481,dilini,12,12
2482,dini,12,11
2483,dinlə,12,9
2484,dolansın,12,3
2485,dura,12,11
2486,dönməzəm,12,2
2487,dövrani,12,8
2488,dəclə,12,2
2489,dərdindən,12,12
2490,dəryayi,12,11
2491,edirdi,12,10
2492,etməgil,12,2
2493,etsən,12,10
2494,eyləməynən,12,2
2495,eşqdə,12,12
2496,eşşək,12,5
2497,fikrini,12,8
2498,fikrə,12,10
2499,geydi,12,9
2500,geyib,12,12
2501,görcəyin,12,11
2502,görsən,12,11
2503,görürəm,12,11
2504,görərsən,12,7
2505,göstər,12,10
2506,gözəlin,12,8
2507,güruhi,12,8
2508,gəlibdi,12,9
2509,gələydi,12,4
2510,gеri,12,4
2511,halımı,12,12
2512,haqqa,12,12
2513,hayıfsan,12,2
2514,hikmətin,12,10
2515,hümmət,12,9
2516,həqdir,12,11
2517,həqqin,12,11
2518,hərdən,12,10
